,A,B,C,D,E,F
1,~~~ Paper Details ~~~~, , , , ,
2,bibliographicCitation, ,"{nannini2023explainabilityinai,
    author = {Luca Nannini and Agathe Balayn and Adam Leon Smith},
    title = {Explainability in AI Policies: A Critical Review of Communications, Reports, Regulations, and Standards in the EU, US, and UK},
    year = 2023
}", , ,
3,~~~ Annotator Details ~~~~, , , , ,
4,identifier,dk, , , ,
5,role,annotator,DO NOT CHANGE, , ,
6,generatedAtTime,2023-12-08, , , ,
7,~~~ Class Instance / Individual Annotations starts below ~~~~, , , , ,
8,individualName,type,sourceExcerpt,sourcePageNumber,sourceExtractedDescription,
9,WhiteHouse,Agent,"Strong in its position as a global technological powerhouse, the US AI regulatory trajectory started to gain momentum in February of 2019, when the Executive Order (EO 13859) on Maintaining American Leadership in AI was announced by the White House [108]. Despite the nature of the order addressing specifically a national R&D strategy to keep up its global competitiveness, the policy tone thereby advocated for ethical, responsible, and transparent development of AI. This bal-ance informed the Guidance for Regulation of AI Applications issued by the Office of Management and Budget (OMB) later in 2020 [109].The Guidance stated that AI systems should be designed accoringly to be trustworthy, auditable, and thus explainable - especially for the mentions of transparency and disclosure reported in section(8.). The interpretability of AI systems is also briefly announced in the Appendix to enhance transparency for oversight. But rather than leveraging XAI methodologies, indirect regulatory processes are proposed for that aim, i.e., impact analysis, public consultation,and risk assessments. A more structured answer to EO 13859 was elaborated by NIST. Indeed, the Order mandated the agency to develop a plan [106] to tackle Federal priorities for a robust and safe AI R&D while promoting international standardization activities. In the plan, explainability is ascertained below the concept of trustworthiness, one of nine key areas of focus identified for AI standards. These governmental policy communications found a wider output in the Final Report [118] issued by the National Security Commission on AI (NSCAI) on March 1st, 2021. The federal commission, created in August 2018 and dismantled in October2021, had the mandate to advise the US President and Congress on AI R&D for national security and defense needs, reflecting the willingness to maintain its technological competitiveness through workforce development, international cooperation, and AI ethics.There, explainability is only mentioned among areas of R&D, alongside remarks for the transparency and accountability of AI deployment in national security applications. These strategic documents reflect a lack of informed perspective over AI explainability for civil rights, filled only partially by the release in October 2022 of the Blueprint for the AI Bill of Rights by the Office of Science and Technology Policy (OSTP) [104]. Rather than industry oriented, the Blueprint can be seen as a civil rights framework for ensuring that automated decision-making systems (ADMs) are used in ways that respect American values such as privacy, autonomy, and other civil liberties. Under the principle of Notice and Explanation, automated decisions shall be justified through ""clear, timely, understandable, and accessible"" use in connection to valid explanations tailored to purpose, audience target, and level of risks. In terms of bills, the US R&D AI trajectory found legislative output in the enactment of the National AI Initiative Act on January 1st, 2021 [2]. The Act remarked the duty (Sec. 22A(c)(2)) to establish, within NIST a voluntary risk management framework by 2023[107], detailing also common definitions and characterizations of aspects of AI trustworthiness such as explainability. Yet for civil rights and litigation in March of 2022 a relevant bill was introduced for possible enforcement of explanations within ADM/AI systems. In Section 4 of the Algorithmic Accountability Act [3], companies deploying such systems will be required to perform impact assessments. Among the most impacting provisions figure requirements for business explanations over data collection and maintenance (Sec. 4(7)(A)(ii)) and evaluation standards. Also, there is a need to deliver end-users explanations of system features contributing to the decision output, as well as overall information about the system and process (Sec. 4(8)(B)(i)). Interestingly, provision Sec. 4(11)(C) further addresses the need to engage stakeholders to provide feed-back on improvements for the ADM/AI system and also for their explainability. To conclude, in the context of Commission oversight,Sec.5(1)(H)(i) mandates the submission of documentation from the impact assessment over system transparency and explainability measures.",1202,White House,
10,EOOnAI,Artifact,"Strong in its position as a global technological powerhouse, the US AI regulatory trajectory started to gain momentum in February of 2019, when the Executive Order (EO 13859) on Maintaining American Leadership in AI was announced by the White House [108]. Despite the nature of the order addressing specifically a national R&D strategy to keep up its global competitiveness, the policy tone thereby advocated for ethical, responsible, and transparent development of AI. This bal-ance informed the Guidance for Regulation of AI Applications issued by the Office of Management and Budget (OMB) later in 2020 [109].The Guidance stated that AI systems should be designed accoringly to be trustworthy, auditable, and thus explainable - especially for the mentions of transparency and disclosure reported in section(8.). The interpretability of AI systems is also briefly announced in the Appendix to enhance transparency for oversight. But rather than leveraging XAI methodologies, indirect regulatory processes are proposed for that aim, i.e., impact analysis, public consultation,and risk assessments. A more structured answer to EO 13859 was elaborated by NIST. Indeed, the Order mandated the agency to develop a plan [106] to tackle Federal priorities for a robust and safe AI R&D while promoting international standardization activities. In the plan, explainability is ascertained below the concept of trustworthiness, one of nine key areas of focus identified for AI standards. These governmental policy communications found a wider output in the Final Report [118] issued by the National Security Commission on AI (NSCAI) on March 1st, 2021. The federal commission, created in August 2018 and dismantled in October2021, had the mandate to advise the US President and Congress on AI R&D for national security and defense needs, reflecting the willingness to maintain its technological competitiveness through workforce development, international cooperation, and AI ethics.There, explainability is only mentioned among areas of R&D, alongside remarks for the transparency and accountability of AI deployment in national security applications. These strategic documents reflect a lack of informed perspective over AI explainability for civil rights, filled only partially by the release in October 2022 of the Blueprint for the AI Bill of Rights by the Office of Science and Technology Policy (OSTP) [104]. Rather than industry oriented, the Blueprint can be seen as a civil rights framework for ensuring that automated decision-making systems (ADMs) are used in ways that respect American values such as privacy, autonomy, and other civil liberties. Under the principle of Notice and Explanation, automated decisions shall be justified through ""clear, timely, understandable, and accessible"" use in connection to valid explanations tailored to purpose, audience target, and level of risks. In terms of bills, the US R&D AI trajectory found legislative output in the enactment of the National AI Initiative Act on January 1st, 2021 [2]. The Act remarked the duty (Sec. 22A(c)(2)) to establish, within NIST a voluntary risk management framework by 2023[107], detailing also common definitions and characterizations of aspects of AI trustworthiness such as explainability. Yet for civil rights and litigation in March of 2022 a relevant bill was introduced for possible enforcement of explanations within ADM/AI systems. In Section 4 of the Algorithmic Accountability Act [3], companies deploying such systems will be required to perform impact assessments. Among the most impacting provisions figure requirements for business explanations over data collection and maintenance (Sec. 4(7)(A)(ii)) and evaluation standards. Also, there is a need to deliver end-users explanations of system features contributing to the decision output, as well as overall information about the system and process (Sec. 4(8)(B)(i)). Interestingly, provision Sec. 4(11)(C) further addresses the need to engage stakeholders to provide feed-back on improvements for the ADM/AI system and also for their explainability. To conclude, in the context of Commission oversight,Sec.5(1)(H)(i) mandates the submission of documentation from the impact assessment over system transparency and explainability measures.",1202,Executive Order (EO 13859) on Maintaining American Leadership in AI,
