,A,B,C,D,E,F
1,~~~ Paper Details ~~~~, , , , ,
2,bibliographicCitation, ,"{bergman2023representationinai,
    author = {A. Stevie Bergman and Lisa Anne Hendricks and Maribeth Rauh and Boxi Wu and William Agnew and Markus Kunesch and Isabella Duan and Iason Gabriel and William Isaac},
    title = {Representation in AI Evaluations},
    year = 2023
}", , ,
3,~~~ Annotator Details ~~~~, , , , ,
4,identifier,dk, , , ,
5,role,annotator,DO NOT CHANGE, , ,
6,generatedAtTime,2023-12-08, , , ,
7,~~~ Class Instance / Individual Annotations starts below ~~~~, , , , ,
8,individualName,type,sourceExcerpt,sourcePageNumber,sourceExtractedDescription,
9,SubjectDomainRepresentaiton,Goal,"The goal of subject-domain representation is not just to be in-clusive for its own sake, but to be instrumentally beneficial – to ensure that the evaluation will surface as many failure modes in the model as possible prior to deployment. Buolamwini and Gebru employ user-representative sampling for the Gender Shades audit dataset, Pilot Parliaments Benchmark (PPB), sampling public images of the faces of public figures in national parliaments the world-over. While this may not perfectly capture all the instances of different types of faces, it ensures there is global representa-tion. The authors then investigate intersectionality (darker-female,lighter-male, darker-male, lighter-female as based on the Fitzpatrick skin tone groupings) and evaluate facial recognition systems per-group.",525,subject-domain representation,
10,UserRepresentativeSampling,Strategy,"The goal of subject-domain representation is not just to be in-clusive for its own sake, but to be instrumentally beneficial – to ensure that the evaluation will surface as many failure modes in the model as possible prior to deployment. Buolamwini and Gebru employ user-representative sampling for the Gender Shades audit dataset, Pilot Parliaments Benchmark (PPB), sampling public images of the faces of public figures in national parliaments the world-over. While this may not perfectly capture all the instances of different types of faces, it ensures there is global representa-tion. The authors then investigate intersectionality (darker-female,lighter-male, darker-male, lighter-female as based on the Fitzpatrick skin tone groupings) and evaluate facial recognition systems per-group.",525,user-representative sampling,
11,FailureMode,Perceived_Problem,"The goal of subject-domain representation is not just to be in-clusive for its own sake, but to be instrumentally beneficial – to ensure that the evaluation will surface as many failure modes in the model as possible prior to deployment. Buolamwini and Gebru employ user-representative sampling for the Gender Shades audit dataset, Pilot Parliaments Benchmark (PPB), sampling public images of the faces of public figures in national parliaments the world-over. While this may not perfectly capture all the instances of different types of faces, it ensures there is global representa-tion. The authors then investigate intersectionality (darker-female,lighter-male, darker-male, lighter-female as based on the Fitzpatrick skin tone groupings) and evaluate facial recognition systems per-group.",525,failure modes in the mode,
