,A,B,C,D,E,F
1,~~~ Paper Details ~~~~, , , , ,
2,bibliographicCitation, ,"{queerinai1882queerinai,
    author = {Organizers of QueerInAI and Anaelia Ovalle and Arjun Subramonian and Ashwin Singh and Claas Voelcker and Danica J. Sutherland and Davide Locatelli and Eva Breznik and Filip Klubička and Huan Zhang and Hetvi J and Hang Yuan and Luca Soldaini and Kruno Lehman and Jaidev Shriram and Marc Peter Deisenroth and Maria Leonor Pacheco and Maarten Sap and Maria Ryskina and Milind Agarwal and Martin Mundt and Nyx McLean and Pan Xu and A Pranav and Raj Korpan and Ruchira Ray and Sarah Mathew and Sarthak Arora and ST John and Tanvi Anand and Vishakha Agrawal and Yanan Long and William Agnew and Zijie J. Wang and Zeerak Talat and Avijit Ghosh and Nathaniel Dennler and Michael Noseworthy and Sharvani Jha and Emi Baylor and Aditya Joshi and Natalia Y. Bilenko and Alex Markham and Raphael Gontijo-Lopes and Andrew McNamara and Manu Saraswat and Jackie Kay and Evyn Dˇong and Luke Stark and Nikhil Vytla},
    title = {Queer In AI: A Case Study in Community-Led Participatory AI},
    year = 1882
}", , ,
3,~~~ Annotator Details ~~~~, , , , ,
4,identifier,dk, , , ,
5,role,annotator,DO NOT CHANGE, , ,
6,generatedAtTime,2023-12-10, , , ,
7,~~~ Class Instance / Individual Annotations starts below ~~~~, , , , ,
8,individualName,type,sourceExcerpt,sourcePageNumber,sourceExtractedDescription,
9,CirculationOfPreviousName,Perceived_Problem,"For many transgender, non-binary, and gender-diverse scholars(as well as others), the continued circulation of a previous name in publishing is a significant source of trauma [122]. Referring to an author by a previous name without consent (deadnaming) may effectively out their identity against their will. Queer in AI has worked along with the Name Change Policy Working Group [89]to advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues [5, 6, 14, 15, 62, 78, 90, 123] (cf. Appendix § C for more about Queer in AI’s advocacy and impact). Even publishers with functional name change policies are often woefully slow to implement them, and search engines can index outdated information long after its correction [115, 116]; moreover,authors often use outdated bibliographic entries long after relevant publications and search tools have been updated [120]. It is thus vital to check the correctness of citations in submitted papers to avoid propagating incorrect information. QueerInAI has thus devel-oped a tool to check paper PDFs for mistaken citations. It searches the ACL Anthology, DBLP, and arXiv for a close paper title match,and prompts a correction if the paper’s author list disagrees with that source, detecting both deadnaming and incomplete or outdated author lists. DBLP in particular provides better name change sup-port than many other platforms, via ORCID [93]. This toolkit has been integrated into ACL publication camera-ready systems [98],and Queer in AI hopes to expand it to other conferences. A demo is available at qinai-name-check.streamlite.app. Additionally, Queer in AI advocates publishers to promptly grant name correction requests in any format, without unnecessary barriers or documentation requirements. Such changes should remove all instances of authors’ previous names from all records, or (at the author’s discretion) add disclaimers for media that cannot be updated (e.g., audio or video recordings). As the result of this ad-vocacy, Queer in AI has helped institute effective name-change processes at NAACL and EMNLP; and has worked with the Association for Computational Linguistics [49] to implement a name change process, proactive measures to prevent the deadnaming trans authors, and protocols to handle authors’ requests to keep their videos private. ",1890-1,the continued circulation of a previous name in publishing is a significant source of trauma ,
10,QueerInAI,Agent,"For many transgender, non-binary, and gender-diverse scholars(as well as others), the continued circulation of a previous name in publishing is a significant source of trauma [122]. Referring to an author by a previous name without consent (deadnaming) may effectively out their identity against their will. Queer in AI has worked along with the Name Change Policy Working Group [89]to advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues [5, 6, 14, 15, 62, 78, 90, 123] (cf. Appendix § C for more about Queer in AI’s advocacy and impact). Even publishers with functional name change policies are often woefully slow to implement them, and search engines can index outdated information long after its correction [115, 116]; moreover,authors often use outdated bibliographic entries long after relevant publications and search tools have been updated [120]. It is thus vital to check the correctness of citations in submitted papers to avoid propagating incorrect information. QueerInAI has thus devel-oped a tool to check paper PDFs for mistaken citations. It searches the ACL Anthology, DBLP, and arXiv for a close paper title match,and prompts a correction if the paper’s author list disagrees with that source, detecting both deadnaming and incomplete or outdated author lists. DBLP in particular provides better name change sup-port than many other platforms, via ORCID [93]. This toolkit has been integrated into ACL publication camera-ready systems [98],and Queer in AI hopes to expand it to other conferences. A demo is available at qinai-name-check.streamlite.app. Additionally, Queer in AI advocates publishers to promptly grant name correction requests in any format, without unnecessary barriers or documentation requirements. Such changes should remove all instances of authors’ previous names from all records, or (at the author’s discretion) add disclaimers for media that cannot be updated (e.g., audio or video recordings). As the result of this ad-vocacy, Queer in AI has helped institute effective name-change processes at NAACL and EMNLP; and has worked with the Association for Computational Linguistics [49] to implement a name change process, proactive measures to prevent the deadnaming trans authors, and protocols to handle authors’ requests to keep their videos private. ",1890-1,"For many transgender, non-binary, and gender-diverse scholars(as well as others),",
11,SlowImplementation,Perceived_Problem,"For many transgender, non-binary, and gender-diverse scholars(as well as others), the continued circulation of a previous name in publishing is a significant source of trauma [122]. Referring to an author by a previous name without consent (deadnaming) may effectively out their identity against their will. Queer in AI has worked along with the Name Change Policy Working Group [89]to advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues [5, 6, 14, 15, 62, 78, 90, 123] (cf. Appendix § C for more about Queer in AI’s advocacy and impact). Even publishers with functional name change policies are often woefully slow to implement them, and search engines can index outdated information long after its correction [115, 116]; moreover,authors often use outdated bibliographic entries long after relevant publications and search tools have been updated [120]. It is thus vital to check the correctness of citations in submitted papers to avoid propagating incorrect information. QueerInAI has thus devel-oped a tool to check paper PDFs for mistaken citations. It searches the ACL Anthology, DBLP, and arXiv for a close paper title match,and prompts a correction if the paper’s author list disagrees with that source, detecting both deadnaming and incomplete or outdated author lists. DBLP in particular provides better name change sup-port than many other platforms, via ORCID [93]. This toolkit has been integrated into ACL publication camera-ready systems [98],and Queer in AI hopes to expand it to other conferences. A demo is available at qinai-name-check.streamlite.app. Additionally, Queer in AI advocates publishers to promptly grant name correction requests in any format, without unnecessary barriers or documentation requirements. Such changes should remove all instances of authors’ previous names from all records, or (at the author’s discretion) add disclaimers for media that cannot be updated (e.g., audio or video recordings). As the result of this ad-vocacy, Queer in AI has helped institute effective name-change processes at NAACL and EMNLP; and has worked with the Association for Computational Linguistics [49] to implement a name change process, proactive measures to prevent the deadnaming trans authors, and protocols to handle authors’ requests to keep their videos private. ",1890-1,often woefully slow to implement them,
12,SearchEngines,Artifact,"For many transgender, non-binary, and gender-diverse scholars(as well as others), the continued circulation of a previous name in publishing is a significant source of trauma [122]. Referring to an author by a previous name without consent (deadnaming) may effectively out their identity against their will. Queer in AI has worked along with the Name Change Policy Working Group [89]to advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues [5, 6, 14, 15, 62, 78, 90, 123] (cf. Appendix § C for more about Queer in AI’s advocacy and impact). Even publishers with functional name change policies are often woefully slow to implement them, and search engines can index outdated information long after its correction [115, 116]; moreover,authors often use outdated bibliographic entries long after relevant publications and search tools have been updated [120]. It is thus vital to check the correctness of citations in submitted papers to avoid propagating incorrect information. QueerInAI has thus devel-oped a tool to check paper PDFs for mistaken citations. It searches the ACL Anthology, DBLP, and arXiv for a close paper title match,and prompts a correction if the paper’s author list disagrees with that source, detecting both deadnaming and incomplete or outdated author lists. DBLP in particular provides better name change sup-port than many other platforms, via ORCID [93]. This toolkit has been integrated into ACL publication camera-ready systems [98],and Queer in AI hopes to expand it to other conferences. A demo is available at qinai-name-check.streamlite.app. Additionally, Queer in AI advocates publishers to promptly grant name correction requests in any format, without unnecessary barriers or documentation requirements. Such changes should remove all instances of authors’ previous names from all records, or (at the author’s discretion) add disclaimers for media that cannot be updated (e.g., audio or video recordings). As the result of this ad-vocacy, Queer in AI has helped institute effective name-change processes at NAACL and EMNLP; and has worked with the Association for Computational Linguistics [49] to implement a name change process, proactive measures to prevent the deadnaming trans authors, and protocols to handle authors’ requests to keep their videos private. ",1890-1,search engines,
13,TransScholars,Agent,"For many transgender, non-binary, and gender-diverse scholars(as well as others), the continued circulation of a previous name in publishing is a significant source of trauma [122]. Referring to an author by a previous name without consent (deadnaming) may effectively out their identity against their will. Queer in AI has worked along with the Name Change Policy Working Group [89]to advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues [5, 6, 14, 15, 62, 78, 90, 123] (cf. Appendix § C for more about Queer in AI’s advocacy and impact). Even publishers with functional name change policies are often woefully slow to implement them, and search engines can index outdated information long after its correction [115, 116]; moreover,authors often use outdated bibliographic entries long after relevant publications and search tools have been updated [120]. It is thus vital to check the correctness of citations in submitted papers to avoid propagating incorrect information. QueerInAI has thus devel-oped a tool to check paper PDFs for mistaken citations. It searches the ACL Anthology, DBLP, and arXiv for a close paper title match,and prompts a correction if the paper’s author list disagrees with that source, detecting both deadnaming and incomplete or outdated author lists. DBLP in particular provides better name change sup-port than many other platforms, via ORCID [93]. This toolkit has been integrated into ACL publication camera-ready systems [98],and Queer in AI hopes to expand it to other conferences. A demo is available at qinai-name-check.streamlite.app. Additionally, Queer in AI advocates publishers to promptly grant name correction requests in any format, without unnecessary barriers or documentation requirements. Such changes should remove all instances of authors’ previous names from all records, or (at the author’s discretion) add disclaimers for media that cannot be updated (e.g., audio or video recordings). As the result of this ad-vocacy, Queer in AI has helped institute effective name-change processes at NAACL and EMNLP; and has worked with the Association for Computational Linguistics [49] to implement a name change process, proactive measures to prevent the deadnaming trans authors, and protocols to handle authors’ requests to keep their videos private. ",1890-1,"For many transgender, non-binary, and gender-diverse scholars",
14,NameChangePolicies,Artifact,"For many transgender, non-binary, and gender-diverse scholars(as well as others), the continued circulation of a previous name in publishing is a significant source of trauma [122]. Referring to an author by a previous name without consent (deadnaming) may effectively out their identity against their will. Queer in AI has worked along with the Name Change Policy Working Group [89]to advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues [5, 6, 14, 15, 62, 78, 90, 123] (cf. Appendix § C for more about Queer in AI’s advocacy and impact). Even publishers with functional name change policies are often woefully slow to implement them, and search engines can index outdated information long after its correction [115, 116]; moreover,authors often use outdated bibliographic entries long after relevant publications and search tools have been updated [120]. It is thus vital to check the correctness of citations in submitted papers to avoid propagating incorrect information. QueerInAI has thus devel-oped a tool to check paper PDFs for mistaken citations. It searches the ACL Anthology, DBLP, and arXiv for a close paper title match,and prompts a correction if the paper’s author list disagrees with that source, detecting both deadnaming and incomplete or outdated author lists. DBLP in particular provides better name change sup-port than many other platforms, via ORCID [93]. This toolkit has been integrated into ACL publication camera-ready systems [98],and Queer in AI hopes to expand it to other conferences. A demo is available at qinai-name-check.streamlite.app. Additionally, Queer in AI advocates publishers to promptly grant name correction requests in any format, without unnecessary barriers or documentation requirements. Such changes should remove all instances of authors’ previous names from all records, or (at the author’s discretion) add disclaimers for media that cannot be updated (e.g., audio or video recordings). As the result of this ad-vocacy, Queer in AI has helped institute effective name-change processes at NAACL and EMNLP; and has worked with the Association for Computational Linguistics [49] to implement a name change process, proactive measures to prevent the deadnaming trans authors, and protocols to handle authors’ requests to keep their videos private. ",1890-1,"advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues",
15,Publishers,Agent,"For many transgender, non-binary, and gender-diverse scholars(as well as others), the continued circulation of a previous name in publishing is a significant source of trauma [122]. Referring to an author by a previous name without consent (deadnaming) may effectively out their identity against their will. Queer in AI has worked along with the Name Change Policy Working Group [89]to advocate name change policies in AI venues, helping to establish the name-change policies and procedures now adopted by mostAI-related venues [5, 6, 14, 15, 62, 78, 90, 123] (cf. Appendix § C for more about Queer in AI’s advocacy and impact). Even publishers with functional name change policies are often woefully slow to implement them, and search engines can index outdated information long after its correction [115, 116]; moreover,authors often use outdated bibliographic entries long after relevant publications and search tools have been updated [120]. It is thus vital to check the correctness of citations in submitted papers to avoid propagating incorrect information. QueerInAI has thus devel-oped a tool to check paper PDFs for mistaken citations. It searches the ACL Anthology, DBLP, and arXiv for a close paper title match,and prompts a correction if the paper’s author list disagrees with that source, detecting both deadnaming and incomplete or outdated author lists. DBLP in particular provides better name change sup-port than many other platforms, via ORCID [93]. This toolkit has been integrated into ACL publication camera-ready systems [98],and Queer in AI hopes to expand it to other conferences. A demo is available at qinai-name-check.streamlite.app. Additionally, Queer in AI advocates publishers to promptly grant name correction requests in any format, without unnecessary barriers or documentation requirements. Such changes should remove all instances of authors’ previous names from all records, or (at the author’s discretion) add disclaimers for media that cannot be updated (e.g., audio or video recordings). As the result of this ad-vocacy, Queer in AI has helped institute effective name-change processes at NAACL and EMNLP; and has worked with the Association for Computational Linguistics [49] to implement a name change process, proactive measures to prevent the deadnaming trans authors, and protocols to handle authors’ requests to keep their videos private. ",1890-1,publishers  with functional name change policies,
