,A,B,C,D,E,F
1,~~~ Paper Details ~~~~, , , , ,
2,bibliographicCitation,"{bell 2023 simplicity bias leads,
    author = {Samuel J. Bell and Levent Sagun},
    title = {Simplicity Bias Leads to Amplified Performance Disparities},
    year = 2023
}", , , ,
3,~~~ Annotator Details ~~~~, , , , ,
4,identifier,dk, , , ,
5,role,annotator,DO NOT CHANGE, , ,
6,generatedAtTime,2023-12-07, , , ,
7,~~~ Class Instance / Individual Annotations starts below ~~~~, , , , ,
8,individualName,type,sourceExcerpt,sourcePageNumber,sourceExtractedDescription,
9,DollarStreet,Artifact,"Dollar Street [23] is a dataset of geographically-diverse images spanning a broad range of household incomes. We use the labels associated with each image in a 138-class object classification task,where group information is household income quartile. We explicitly rebalance the dataset via subsampling to ensure each group has the same number of data points, though in this experiment, we don’t match the label distributions between groups due to limited data availability for certain group × label pairs. We evaluate model strained on each income quartile independently, and models trained on all quartiles together. We train single-layer FC networks on rep-resentations extracted from ResNet-18 pre trained on ImageNet-1K.See appendix C for details, including discussion on the potentially confounding effects of pretraining. Figure 7a shows the observed (opaque) and estimated (translu-cent) performance disparity between images from households in the lowest (1st) income quartile, compared against other quartiles.As with FairFace, observed disparity consistently exceeds the es-timated disparity, indicating difficulty amplification. In contrast,fig. 6b compares each quartile against the highest (4th) income quar-tile, and presents a mixed picture. Here, the observed performance gap between 1st and 4th is amplified (though to the benefit of the4th quartile, and the detriment of the 1st), whereas the observed disparity between the 4th and the two middle quartiles is slightly at-tenuated. These results again confirm that performance disparities persist in the balanced data setting, and performance disparities may be selectively amplified depending on one’s choice of model.In the case of this Dollar Street example, this selective amplification results in worse-than-expected performance disparities and exces-sively degraded performance on images from the lowest-income households.",361,Dollar Street [23] is a dataset of geographically-diverse images spanning a broad range of household incomes,
10,Researchers,Agent,"Dollar Street [23] is a dataset of geographically-diverse images spanning a broad range of household incomes. We use the labels associated with each image in a 138-class object classification task,where group information is household income quartile. We explicitly rebalance the dataset via subsampling to ensure each group has the same number of data points, though in this experiment, we don’t match the label distributions between groups due to limited data availability for certain group × label pairs. We evaluate model strained on each income quartile independently, and models trained on all quartiles together. We train single-layer FC networks on rep-resentations extracted from ResNet-18 pre trained on ImageNet-1K.See appendix C for details, including discussion on the potentially confounding effects of pretraining. Figure 7a shows the observed (opaque) and estimated (translu-cent) performance disparity between images from households in the lowest (1st) income quartile, compared against other quartiles.As with FairFace, observed disparity consistently exceeds the es-timated disparity, indicating difficulty amplification. In contrast,fig. 6b compares each quartile against the highest (4th) income quar-tile, and presents a mixed picture. Here, the observed performance gap between 1st and 4th is amplified (though to the benefit of the4th quartile, and the detriment of the 1st), whereas the observed disparity between the 4th and the two middle quartiles is slightly at-tenuated. These results again confirm that performance disparities persist in the balanced data setting, and performance disparities may be selectively amplified depending on one’s choice of model.In the case of this Dollar Street example, this selective amplification results in worse-than-expected performance disparities and exces-sively degraded performance on images from the lowest-income households.",361,we,
11,Balance,Strategy,"Dollar Street [23] is a dataset of geographically-diverse images spanning a broad range of household incomes. We use the labels associated with each image in a 138-class object classification task,where group information is household income quartile. We explicitly rebalance the dataset via subsampling to ensure each group has the same number of data points, though in this experiment, we don’t match the label distributions between groups due to limited data availability for certain group × label pairs. We evaluate model strained on each income quartile independently, and models trained on all quartiles together. We train single-layer FC networks on rep-resentations extracted from ResNet-18 pre trained on ImageNet-1K.See appendix C for details, including discussion on the potentially confounding effects of pretraining. Figure 7a shows the observed (opaque) and estimated (translu-cent) performance disparity between images from households in the lowest (1st) income quartile, compared against other quartiles.As with FairFace, observed disparity consistently exceeds the es-timated disparity, indicating difficulty amplification. In contrast,fig. 6b compares each quartile against the highest (4th) income quar-tile, and presents a mixed picture. Here, the observed performance gap between 1st and 4th is amplified (though to the benefit of the4th quartile, and the detriment of the 1st), whereas the observed disparity between the 4th and the two middle quartiles is slightly at-tenuated. These results again confirm that performance disparities persist in the balanced data setting, and performance disparities may be selectively amplified depending on one’s choice of model.In the case of this Dollar Street example, this selective amplification results in worse-than-expected performance disparities and exces-sively degraded performance on images from the lowest-income households.",361,We explicitly rebalance the dataset,
12,ResNet,Agent,"Dollar Street [23] is a dataset of geographically-diverse images spanning a broad range of household incomes. We use the labels associated with each image in a 138-class object classification task,where group information is household income quartile. We explicitly rebalance the dataset via subsampling to ensure each group has the same number of data points, though in this experiment, we don’t match the label distributions between groups due to limited data availability for certain group × label pairs. We evaluate model strained on each income quartile independently, and models trained on all quartiles together. We train single-layer FC networks on rep-resentations extracted from ResNet-18 pre trained on ImageNet-1K.See appendix C for details, including discussion on the potentially confounding effects of pretraining. Figure 7a shows the observed (opaque) and estimated (translu-cent) performance disparity between images from households in the lowest (1st) income quartile, compared against other quartiles.As with FairFace, observed disparity consistently exceeds the es-timated disparity, indicating difficulty amplification. In contrast,fig. 6b compares each quartile against the highest (4th) income quar-tile, and presents a mixed picture. Here, the observed performance gap between 1st and 4th is amplified (though to the benefit of the4th quartile, and the detriment of the 1st), whereas the observed disparity between the 4th and the two middle quartiles is slightly at-tenuated. These results again confirm that performance disparities persist in the balanced data setting, and performance disparities may be selectively amplified depending on one’s choice of model.In the case of this Dollar Street example, this selective amplification results in worse-than-expected performance disparities and exces-sively degraded performance on images from the lowest-income households.",361,ResNet-18,
13,ResNet,Artifact,"Dollar Street [23] is a dataset of geographically-diverse images spanning a broad range of household incomes. We use the labels associated with each image in a 138-class object classification task,where group information is household income quartile. We explicitly rebalance the dataset via subsampling to ensure each group has the same number of data points, though in this experiment, we don’t match the label distributions between groups due to limited data availability for certain group × label pairs. We evaluate model strained on each income quartile independently, and models trained on all quartiles together. We train single-layer FC networks on rep-resentations extracted from ResNet-18 pre trained on ImageNet-1K.See appendix C for details, including discussion on the potentially confounding effects of pretraining. Figure 7a shows the observed (opaque) and estimated (translu-cent) performance disparity between images from households in the lowest (1st) income quartile, compared against other quartiles.As with FairFace, observed disparity consistently exceeds the es-timated disparity, indicating difficulty amplification. In contrast,fig. 6b compares each quartile against the highest (4th) income quar-tile, and presents a mixed picture. Here, the observed performance gap between 1st and 4th is amplified (though to the benefit of the4th quartile, and the detriment of the 1st), whereas the observed disparity between the 4th and the two middle quartiles is slightly at-tenuated. These results again confirm that performance disparities persist in the balanced data setting, and performance disparities may be selectively amplified depending on one’s choice of model.In the case of this Dollar Street example, this selective amplification results in worse-than-expected performance disparities and exces-sively degraded performance on images from the lowest-income households.",361,ResNet-18,
