,A,B,C,D,E,F
1,~~~ Paper Details ~~~~, , , , ,
2,bibliographicCitation,"{ma2023yousounddepressed,
    author = {Anna Ma and Elizabeth Patitsas and Jonathan Sterne},
    title = {You Sound Depressed: A Case Study on Sonde Health’s Diagnostic Use of Voice Analysis AI},
    year = 2023
}
", , , ,
3,~~~ Annotator Details ~~~~, , , , ,
4,identifier,dk, , , ,
5,role,annotator,DO NOT CHANGE, , ,
6,generatedAtTime,2023-12-12, , , ,
7,~~~ Class Instance / Individual Annotations starts below ~~~~, , , , ,
8,individualName,type,sourceExcerpt,sourcePageNumber,sourceExtractedDescription,
9,DisparateHarms,Perceived_Problem,"The ubiquity of Speech Language Technologies (SLT) in every-day life raises serious questions about the disparate harms these technologies can have on different populations. Use cases such as automated speech recognition (ASR), speaker recognition, speechsynthesis, speech quality assessment, speech enhancement and denoising are now integrated in smartphones, cameras and virtual-assistants [260], and applied in domains such as customer service [16], finance [85, 178, 199], navigation [63, 273, 279], health [171],education [191, 195, 196, 202, 276], and law [107]. The downstream impacts of biased SLT can be severe. Individuals who do not speak “standard ” varieties of a language [185] may be disproportion-ately unlikely to be hired given speech-based hiring screening soft-ware [285]. Doctors increasingly use SLT to efficiently take patientnotes, which could result in serious health harms if transcribed incorrectly [171]. Moreover, SLT technology has been developed to surveil the phone calls of incarcerated individuals; the resulting transcriptions—likely disproportionately inaccurate for Black individuals [128]—can result in differential treatment [231]. Speech technologies—as with any machine learning applications—are prone to bias; these biases often stem from nonrepresentative or inaccurate training data [35, 124, 128, 129, 186]. There is a mis-match between the “world as it is,” and the “world according to data”[186]; there are further mismatches between the data used to train a machine learning model, and the data testing the model in practice[129]. Generating robust SLT is an especially complex task given the diversity of human speech, comprising of different languages,accents, dialects, varieties, and speech impediments. An additional layer of complexity arises from the collection of speech data used to train SLT applications: there is high variability across necessary tasks, from noise in a recording environment to transcription of language and acoustic features. Finally, as with any dataset, it is imperative to center ethical dataset creation and usage—regarding the privacy, respect, and protection of data subjects, interviewers,and transcription annotators.",881-2,raises serious questions about the disparate harms these technologies can have on different populations,
10,HiringUnfairness,Perceived_Problem,"The ubiquity of Speech Language Technologies (SLT) in every-day life raises serious questions about the disparate harms these technologies can have on different populations. Use cases such as automated speech recognition (ASR), speaker recognition, speechsynthesis, speech quality assessment, speech enhancement and denoising are now integrated in smartphones, cameras and virtual-assistants [260], and applied in domains such as customer service [16], finance [85, 178, 199], navigation [63, 273, 279], health [171],education [191, 195, 196, 202, 276], and law [107]. The downstream impacts of biased SLT can be severe. Individuals who do not speak “standard ” varieties of a language [185] may be disproportion-ately unlikely to be hired given speech-based hiring screening soft-ware [285]. Doctors increasingly use SLT to efficiently take patientnotes, which could result in serious health harms if transcribed incorrectly [171]. Moreover, SLT technology has been developed to surveil the phone calls of incarcerated individuals; the resulting transcriptions—likely disproportionately inaccurate for Black individuals [128]—can result in differential treatment [231]. Speech technologies—as with any machine learning applications—are prone to bias; these biases often stem from nonrepresentative or inaccurate training data [35, 124, 128, 129, 186]. There is a mis-match between the “world as it is,” and the “world according to data”[186]; there are further mismatches between the data used to train a machine learning model, and the data testing the model in practice[129]. Generating robust SLT is an especially complex task given the diversity of human speech, comprising of different languages,accents, dialects, varieties, and speech impediments. An additional layer of complexity arises from the collection of speech data used to train SLT applications: there is high variability across necessary tasks, from noise in a recording environment to transcription of language and acoustic features. Finally, as with any dataset, it is imperative to center ethical dataset creation and usage—regarding the privacy, respect, and protection of data subjects, interviewers,and transcription annotators.",881-2,may be disproportionately unlikely to be hired given speech-based hiring screening software [285].,
